pc4,stedelijkheid,mgr_mean,PercentageTrees,PercentageBushes,PercentageGrass
9206,4,5.323625272,24.98,9.69,41.94
9207,4,4.062992158,27.78,8.38,49.87
9211,5,3.712458815,50.23,8.37,34.34
9212,5,3.052725339,48.13,10.01,37.42
9213,5,3.008503038,34.98,7.74,49.84
9214,5,2.787606253,34.1,8.33,68.77
9215,5,2.793604441,22.27,11.74,60.15
9216,5,2.825310396,26.27,10.0,60.05
9217,5,3.304794614,27.39,7.56,56.8
9218,5,3.6985086,29.12,8.06,54.04
9219,5,3.438106044,28.13,7.83,54.73
9221,5,3.334981961,26.73,8.25,51.32
9222,5,3.336261388,31.93,7.8,49.03
9223,5,3.092140531,31.0,7.56,53.53
9231,4,3.240684013,23.73,7.88,47.64
9233,5,3.108638056,26.9,8.55,59.44
9241,5,2.906185418,51.76,7.1,33.79
9243,5,2.743935441,57.74,7.26,33.37
9244,5,3.360599965,59.34,7.22,35.72
9245,5,3.018644782,27.73,8.13,56.61
9246,5,2.839388898,65.27,6.77,23.52
9247,5,3.227669328,35.48,8.19,48.7
9248,5,2.863599904,35.37,7.36,53.21
9249,5,3.069380773,32.04,6.8,54.39
9251,4,3.301379325,33.39,8.29,45.48
9254,4,3.396499241,27.82,8.18,54.1
9255,5,3.188527591,33.76,9.0,54.26
9256,5,3.22997932,28.43,7.61,55.98
9257,5,3.422141425,36.49,8.97,47.05
9258,5,2.99201671,23.64,9.87,53.21
9261,5,2.919964989,27.48,9.14,53.57
9262,5,3.206373449,29.86,8.07,52.78
9263,5,3.432850592,26.01,8.56,58.18
9264,5,2.909191338,24.47,13.04,55.7
9265,5,3.147430628,28.14,7.91,57.62
9269,5,3.000589658,29.03,11.17,55.42
9271,4,3.079309306,22.49,8.63,52.38
9281,5,3.162197367,26.93,7.98,51.08
9283,5,3.020222004,23.91,8.18,60.0
9284,5,3.078153998,23.33,8.92,57.12
9285,4,3.239756577,27.48,9.74,52.58
9286,5,3.023966848,25.83,10.45,60.86
9287,5,3.005081172,25.27,8.29,54.08
9288,5,3.266974895,26.17,9.6,47.32
9289,5,3.072582278,25.27,9.44,50.21
9291,4,3.093880894,29.1,8.5,48.17
9292,5,3.003991719,25.38,6.92,60.01
9293,5,2.788402723,40.03,9.95,58.36
9294,5,2.948688997,25.85,8.75,53.32
9295,5,2.906296274,24.39,8.18,60.34
9296,5,2.991328707,25.97,9.78,53.25
9297,5,3.097279158,47.05,8.41,37.78
9298,5,2.948586372,27.17,8.78,55.52
9299,5,3.241678907,24.07,8.87,47.9
9301,3,3.204908119,44.35,7.78,40.61
9302,4,2.999951997,20.91,8.9,40.67
9304,5,2.690332216,48.83,8.36,54.67
9305,5,2.90785874,57.39,7.52,39.8
9306,5,2.776289251,51.56,8.06,56.56
9307,5,2.9609825,55.36,8.79,34.92
9311,4,3.178705644,37.39,8.18,51.44
9312,4,3.021318076,40.62,8.75,55.56
9313,5,2.93459234,36.75,8.05,60.27
9314,5,3.027065637,41.79,7.74,56.98
9315,5,2.920001967,31.63,9.94,68.87
9321,5,3.064898249,34.9,8.41,62.67
9331,5,2.760233298,61.9,7.24,29.04
9333,5,2.974615718,49.82,9.87,57.67
9334,5,2.668421436,54.32,7.52,36.56
9335,5,2.665782624,52.15,8.12,34.59
9336,5,3.001507574,55.54,9.03,32.03
9337,5,2.669756669,56.69,7.04,39.76
9341,5,2.709280574,56.93,7.8,26.06
9342,5,2.978610484,49.56,8.85,46.02
9343,5,2.913624796,38.3,7.22,48.99
9351,4,3.719793577,31.88,8.1,42.26
9354,5,3.091000866,37.43,7.08,52.19
9355,5,3.559956786,30.41,8.55,60.63
9356,4,3.540980208,30.18,8.07,52.76
9359,5,2.946565093,33.54,8.71,76.82
9361,5,3.407338075,33.99,7.86,61.31
9362,5,3.306613342,30.67,10.12,66.11
9363,4,3.567472127,36.71,8.07,50.41
9364,5,3.450948395,36.3,7.67,46.83
9365,5,3.435651559,31.59,7.9,59.35
9366,5,2.922975716,33.88,6.79,53.93
9367,5,2.950524151,31.47,7.53,53.51
9401,2,4.083801451,58.22,6.15,24.48
9402,2,4.2347824,24.5,7.08,29.52
9403,3,4.333348081,33.66,8.1,40.43
9404,3,3.672100675,45.19,7.74,43.31
9405,4,4.826000931,45.42,9.67,42.89
9406,2,4.114115404,38.42,9.09,38.47
9407,3,4.399221268,28.25,8.91,34.62
9408,4,3.790398508,11.69,7.53,40.04
9409,5,3.563644229,46.08,7.91,45.69
9411,4,3.33572839,42.09,8.19,43.63
9412,5,3.757081899,27.39,8.53,39.79
9413,5,3.537530825,28.92,7.6,44.88
9414,5,3.954224055,56.52,8.04,38.98
9415,5,3.165388137,50.47,8.1,37.98
9416,5,2.85626097,46.48,10.61,40.8
9417,5,3.558861774,55.25,8.09,32.23
9418,5,3.210954964,49.33,8.72,43.45
9419,5,2.934575931,44.19,8.26,48.86
9421,5,3.189820183,37.42,10.37,43.43
9422,5,3.163333693,48.85,8.52,38.2
9423,5,3.064227403,51.96,10.71,33.66
9431,5,3.083750675,48.32,7.8,38.58
9432,5,2.880665623,44.82,6.97,55.89
9433,5,2.810694974,50.62,7.91,34.71
9434,5,3.426051942,40.73,8.15,49.15
9435,5,3.018608051,45.76,8.73,46.25
9436,5,3.00956179,43.59,13.83,46.7
9437,5,2.940966267,37.18,8.47,46.22
9438,5,3.393198511,31.05,8.66,51.09
9439,5,3.107145097,49.91,7.54,38.77
9441,5,2.788531971,52.47,7.85,35.99
9442,5,2.715966994,54.55,9.75,33.66
9443,5,2.815044527,61.94,7.58,27.56
9444,5,2.688375508,60.94,7.4,29.36
9445,5,2.656713353,30.16,5.78,56.48
9446,5,2.779169694,49.97,10.76,30.76
9447,5,2.805789911,62.62,8.13,28.32
9448,5,2.951786503,56.2,8.02,38.23
9449,5,2.921737314,47.5,8.48,40.85
9451,5,3.112869377,50.96,7.23,38.47
9452,5,3.365214682,41.26,8.66,45.14
9453,5,3.134711233,48.56,6.93,41.17
9454,5,3.124792951,43.86,8.7,48.5
9455,5,3.943256048,28.18,13.37,83.38
9456,5,3.602964448,48.63,7.82,57.52
9457,5,3.558287454,44.56,7.37,57.17
9458,5,2.903889306,35.09,9.15,63.77
9459,5,2.705322017,32.83,8.33,50.72
9461,4,3.090354552,54.23,7.38,37.81
9462,5,2.932029853,57.49,7.52,33.8
9463,5,3.026721948,57.16,8.43,38.12
9464,5,2.983137992,40.88,8.16,70.76
9465,5,2.968825414,48.71,7.79,48.67
9466,5,2.679682067,48.67,8.85,57.63
9467,5,2.937968448,63.13,6.98,25.87
9468,5,2.917379436,41.04,8.31,51.19
9469,5,3.03764116,57.67,8.92,33.28
9471,4,3.078487789,49.4,7.55,44.35
9472,5,2.853556674,48.21,7.38,42.23
9473,5,2.858489321,36.71,9.45,49.06
9474,5,2.708561227,41.14,11.03,55.67
9475,5,2.735835926,48.86,8.71,46.02
9479,5,2.762891577,56.42,8.5,48.53
9481,5,3.038666809,45.4,7.79,41.3
9482,5,3.552709248,44.78,8.06,46.04
9483,5,2.834660688,56.94,7.28,38.8
9484,5,3.093310424,54.13,7.35,33.82
9485,5,3.003753195,47.68,8.24,63.02
9486,5,3.584861807,48.14,9.17,53.16
9487,5,3.362799382,36.64,7.43,52.06
9488,5,2.75623478,43.24,7.83,38.44
9489,5,3.23795969,42.03,10.47,61.94
9491,5,2.698121217,50.64,8.5,35.78
9492,5,3.368457764,46.32,8.09,38.02
9493,5,3.797358566,44.65,8.2,57.43
9494,5,3.312697042,46.03,8.11,44.95
9495,5,2.759315186,38.81,7.6,56.16
9496,5,2.811639529,37.85,9.48,48.12
9497,5,3.01741885,50.63,7.94,45.53
9501,3,3.107121401,39.61,10.02,39.04
9502,4,4.045050638,43.01,7.63,40.02
9503,4,3.330052026,33.07,7.75,43.62
9511,5,2.868920115,33.39,8.15,55.2
9512,5,3.03123218,34.74,7.6,43.66
9514,5,3.0761207,45.24,8.24,46.88
9515,5,3.123628119,48.81,9.89,41.22
9521,5,3.124791684,37.59,7.66,45.31
9523,5,3.062797623,46.17,6.99,48.01
9524,5,2.910254592,39.43,7.67,58.78
9525,5,2.814877415,41.61,7.0,57.6
9526,5,2.689634197,44.93,6.53,74.93
9527,5,2.764229962,49.08,7.52,49.84
9528,5,2.811163917,53.15,8.58,48.78
9531,5,3.089315271,50.31,9.15,37.11
9533,5,2.874827865,64.06,7.57,29.11
9534,5,2.897245428,39.39,6.65,53.18
9535,5,2.631571468,61.06,8.48,29.24
9536,5,3.052359481,60.47,8.52,37.61
9537,5,2.718145254,41.72,7.79,50.14
9541,5,2.812316877,42.3,8.13,43.31
9545,5,2.889344904,43.36,8.31,43.63
9551,5,2.780973965,54.36,7.88,35.68
9561,4,3.114484174,52.32,7.57,37.69
9563,5,3.576823581,35.12,7.91,50.09
9564,5,3.865588462,40.6,6.98,51.03
9566,5,2.730286072,40.56,8.48,44.43
9571,5,2.851625607,40.98,7.94,43.0
9573,5,3.167490242,36.48,7.16,44.09
9574,5,2.734116854,39.82,10.09,56.68
9581,4,3.336369076,38.23,7.95,42.34
9584,5,3.052934679,37.67,8.08,46.92
9585,5,3.238381018,56.7,8.55,38.29
9591,5,2.882138923,42.69,8.19,45.44
9601,2,3.989807111,30.16,7.4,34.2
9602,2,3.195428045,29.03,7.91,32.59
9603,3,3.117029809,35.01,7.81,44.56
9605,5,2.881306482,32.74,8.35,46.49
9606,5,2.861239147,39.01,10.71,53.64
9607,5,3.83743305,25.95,7.65,45.19
9608,5,3.612811035,37.25,10.55,52.5
9609,5,4.318117602,30.58,8.43,42.87
9611,3,3.576854529,34.63,7.64,40.99
9613,5,2.99249299,10.59,5.03,49.18
9614,5,3.011920266,41.14,11.23,51.56
9615,5,3.649754918,39.26,8.67,48.21
9616,5,3.434983174,37.8,8.61,59.78
9617,5,3.099027793,28.17,10.17,50.74
9618,5,2.812748409,38.08,9.67,58.6
9619,5,3.05165207,37.74,8.68,47.2
9621,5,2.914001463,42.1,9.48,47.29
9622,5,3.037524785,34.98,10.09,56.06
9623,5,2.926143821,26.53,8.88,64.64
9624,5,2.781228899,25.85,8.45,63.23
9625,5,2.921161764,32.69,10.22,55.48
9626,5,2.876496667,36.68,8.39,53.99
9627,5,2.897547628,38.71,7.25,49.05
9628,5,3.161027825,42.24,7.9,48.27
9629,5,3.036461931,36.16,10.45,55.19
9631,5,2.853169879,41.78,9.32,41.21
9632,5,2.727244176,29.38,7.11,40.59
9633,5,2.942710809,49.37,11.85,38.07
9635,5,3.005225834,38.12,8.26,50.22
9636,5,3.527375097,37.17,8.73,52.85
9641,3,3.484946214,30.73,7.68,43.27
9642,3,3.057205975,42.81,7.33,32.37
9644,5,3.170919691,34.74,7.5,51.62
9645,3,3.561124813,35.93,7.81,43.85
9646,3,3.004646815,35.15,8.77,47.84
9648,4,3.069716652,30.27,7.94,42.88
9649,4,3.115784709,35.61,9.07,48.73
9651,5,3.031132608,38.61,9.13,52.22
9654,5,2.708707869,32.2,7.75,44.93
9655,5,2.70185183,38.26,7.59,53.52
9656,5,2.817284189,29.77,8.15,52.7
9657,5,2.670883337,34.56,7.49,51.41
9658,5,2.888864307,35.57,8.38,50.74
9659,5,3.051050597,30.83,7.64,43.5
9661,5,2.98880833,42.35,8.28,44.53
9663,5,3.124486408,34.92,7.99,45.18
9665,4,3.057759686,40.64,8.14,43.15
9671,2,3.427594622,29.0,7.57,30.28
9672,4,3.983091285,30.6,10.4,51.82
9673,3,3.190866193,35.09,8.6,42.93
9674,3,2.979230342,41.55,9.17,44.21
9675,3,3.659750573,34.74,8.43,44.26
9677,5,3.380611985,38.83,9.23,48.07
9678,5,2.792317813,45.98,8.62,44.71
9679,4,3.4796222,35.89,9.36,52.83
9681,5,3.077275791,46.7,9.18,48.79
9682,5,2.790715971,30.96,9.63,61.5
9684,5,2.74944889,41.92,10.18,54.68
9685,5,2.865927486,19.59,13.66,56.56
9686,5,3.105493479,39.41,9.48,53.51
9687,5,3.088638701,35.16,10.96,59.74
9688,5,2.638692208,27.47,5.99,74.32
9691,5,3.047366686,30.11,17.35,54.85
9693,5,3.277319898,42.73,11.64,49.98
9695,5,2.805940807,44.63,8.39,48.88
9696,5,3.068338473,36.04,9.38,50.36
9697,5,3.035314794,39.77,7.62,53.49
9698,5,2.844084679,43.4,8.47,42.9
9699,5,2.751630254,50.01,8.8,36.97
9711,1,4.430745699,24.08,6.25,20.16
9712,1,4.317071593,34.06,6.49,22.29
9713,1,4.655438901,24.18,7.37,30.92
9714,1,4.491499982,18.47,8.32,26.63
9715,1,4.328609275,23.94,7.45,27.23
9716,1,5.025428815,18.72,6.82,30.34
9717,1,4.164533198,26.7,8.17,24.52
9718,1,5.185818617,19.59,7.22,25.43
9721,1,3.937940044,32.24,8.23,29.08
9722,1,3.71041933,35.66,8.9,28.87
9723,2,4.087917864,28.46,8.33,50.72
9724,1,4.624144412,23.17,7.27,17.38
9725,1,4.845033564,32.35,7.45,24.07
9726,1,5.508801328,21.32,7.91,27.19
9727,1,4.756018278,40.28,8.67,35.36
9728,2,3.887145199,29.78,9.61,38.32
9731,2,5.000092066,26.17,9.38,38.3
9732,3,3.959644778,32.76,8.37,28.38
9733,3,3.380745503,35.84,8.91,25.15
9734,3,3.312202115,41.18,9.99,44.36
9735,3,3.880528486,31.24,12.16,52.32
9736,2,3.463020779,29.3,8.16,29.39
9737,2,4.029857162,34.49,9.02,32.75
9738,3,3.887342597,31.71,8.26,53.09
9741,1,4.329027432,33.81,7.8,33.05
9742,1,4.442301357,26.7,7.42,30.62
9743,1,5.017982324,28.42,8.23,37.47
9744,4,4.43891673,26.49,8.57,48.57
9745,4,4.125577449,32.72,8.55,50.9
9746,3,3.497544368,18.08,8.02,49.35
9747,3,3.696277281,45.37,8.67,47.36
9749,5,3.404704761,23.99,10.04,51.81
9751,3,3.34669882,38.91,8.72,42.09
9752,4,3.691438063,38.23,9.59,47.0
9753,4,3.346579679,31.54,9.52,43.24
9755,5,2.964977237,39.34,8.83,61.77
9756,5,3.429770406,48.59,7.76,48.88
9761,4,3.402540935,43.03,7.84,49.66
9765,4,3.027312928,44.84,9.04,42.62
9766,5,3.201501153,32.52,8.11,51.01
9771,5,3.056465268,24.18,7.95,51.48
9773,5,3.096082325,26.52,6.07,58.82
9774,5,3.099049855,28.73,6.62,56.11
9781,4,3.163486335,27.38,8.49,50.0
9784,5,3.209762687,26.85,6.96,56.46
9785,5,3.364319748,39.81,12.67,47.95
9791,4,3.147748479,30.13,9.78,45.35
9792,5,3.044878737,29.68,7.21,54.88
9793,5,3.120694974,27.34,8.65,52.69
9794,5,2.848949374,33.53,5.83,51.38
9795,5,2.996955536,28.5,7.7,55.7
9796,5,3.216816836,29.29,7.22,56.59
9797,5,3.054092417,24.46,8.18,59.3
9798,5,3.236427811,28.63,9.43,62.62
9801,4,3.269086625,27.37,8.33,47.69
9804,5,3.539835199,22.75,7.46,58.18
9805,4,3.038666235,22.66,7.51,55.54
9811,5,3.00102275,19.2,7.08,59.93
9812,5,3.08810564,19.27,8.67,42.18
9821,5,3.105365421,27.78,7.81,58.93
9822,5,2.973633024,25.47,7.83,57.9
9824,5,3.199822178,29.08,7.61,58.74
9825,5,3.054429622,31.94,6.65,64.79
9827,5,3.544935457,36.34,12.3,59.02
9828,5,3.587455826,27.83,8.8,57.2
9831,5,3.404237725,29.73,8.8,52.27
9832,5,3.085132832,26.43,7.04,60.53
9833,5,3.034085852,30.24,6.66,59.26
9841,5,3.287378899,19.19,6.5,48.44
9842,5,3.286273537,25.76,6.58,48.78
9843,5,3.204817433,30.61,8.68,52.21
9844,5,2.923831852,22.89,6.74,59.61
9845,5,3.148412619,23.49,7.63,58.55
9851,5,3.017234726,25.31,6.68,59.74
9852,5,2.702001183,21.86,19.24,69.99
9853,5,2.72979267,29.19,13.3,68.45
9861,5,3.023298061,28.28,7.65,53.55
9862,5,3.006771512,26.59,7.1,60.56
9863,5,2.939144821,24.86,8.26,59.63
9864,5,3.0908555,29.2,7.22,53.63
9865,5,3.056101722,32.65,8.16,56.65
9866,5,2.917493902,24.42,7.97,60.49
9871,5,3.554091537,17.1,6.67,39.75
9872,5,2.977466661,19.7,6.49,59.02
9873,5,2.981977932,24.67,7.55,55.97
9881,5,2.906908962,27.24,7.79,52.95
9882,5,2.904031659,16.35,6.76,49.44
9883,5,2.928461411,22.17,7.21,58.17
9884,5,2.930957903,20.77,6.39,59.4
9885,5,2.83573895,21.64,8.54,61.9
9886,5,2.939465724,25.2,6.56,58.81
9891,5,2.840629685,25.6,7.36,60.39
9892,5,2.905249575,25.34,7.73,63.2
9893,5,2.946213863,26.46,7.08,54.85
9901,3,3.482748676,32.56,7.52,52.12
9902,3,3.609666663,26.93,8.62,51.12
9903,4,3.105167221,21.11,7.49,47.99
9904,5,2.900188056,28.05,7.37,58.52
9905,5,3.187191532,28.18,7.16,55.19
9906,5,2.764806001,33.88,8.6,56.85
9907,5,3.175854428,27.27,8.13,57.33
9908,5,2.795954227,26.64,6.65,56.31
9909,5,2.958465044,31.75,8.01,51.65
9911,5,2.88283983,29.59,7.17,59.15
9912,5,2.785965098,33.25,7.02,56.9
9913,5,2.948675084,29.26,8.36,52.32
9914,5,2.77381741,32.56,7.4,51.5
9915,5,2.819225096,33.79,7.16,54.03
9917,5,3.059680006,32.16,8.36,56.03
9918,5,2.99740049,29.02,7.0,59.75
9919,5,2.971030029,26.87,8.58,50.49
9921,5,3.130955673,29.98,7.3,53.56
9922,5,2.961232729,28.21,7.67,55.63
9923,5,2.996006954,29.32,8.46,53.27
9924,5,3.603291788,37.6,9.02,57.46
9925,5,3.379120803,38.32,8.26,50.86
9931,3,3.333216005,37.89,8.13,50.38
9932,4,3.761993891,28.78,8.42,46.96
9933,3,3.451468931,27.36,8.33,47.33
9934,3,3.518983863,34.56,7.74,37.25
9936,4,4.668793619,25.67,7.83,64.58
9937,5,3.563788397,31.55,8.38,58.69
9939,5,3.257301686,52.12,7.69,43.53
9942,5,2.899692065,37.06,8.66,49.74
9943,5,2.906471009,34.09,9.02,56.61
9944,5,3.01651758,34.54,7.9,55.38
9945,5,3.168925471,39.69,8.78,47.93
9946,5,2.953194169,34.53,7.96,61.56
9947,5,3.027326086,28.77,7.97,63.91
9948,5,3.12175954,36.24,9.94,53.68
9949,5,3.82880841,42.03,12.33,55.09
9951,4,3.020545892,26.09,7.62,52.87
9953,5,2.936069886,26.83,8.16,48.55
9954,5,2.857877957,30.02,8.25,59.25
9955,5,2.949280535,40.21,7.27,53.66
9956,5,2.687432333,30.97,7.81,59.01
9957,5,2.742999241,34.82,6.26,55.17
9959,5,3.026805428,30.23,8.08,56.46
9961,5,3.030597498,36.82,9.7,54.36
9962,5,2.820962428,28.71,7.27,60.02
9963,5,2.861875368,28.18,8.95,57.13
9964,5,3.129570236,38.09,8.84,49.87
9965,5,2.933045447,28.61,7.36,49.89
9966,5,2.761505096,33.37,6.62,59.87
9967,5,2.817283212,39.16,7.71,50.96
9968,5,2.557794393,29.03,7.53,60.78
9969,5,2.50585072,28.38,7.06,68.99
9971,5,2.966697536,31.02,7.09,54.72
9972,5,2.92233402,32.48,5.97,55.21
9973,5,2.770993993,33.95,8.01,54.33
9974,5,2.786025101,34.47,10.07,63.8
9975,5,2.713198779,38.02,10.45,77.02
9976,5,2.739391188,39.65,16.88,63.72
9977,5,2.526812594,30.08,8.22,59.3
9978,5,2.6067761,29.96,7.24,59.69
9979,5,3.107563621,23.41,13.1,57.55
9981,4,2.797726512,37.13,8.4,54.22
9982,5,2.839389071,28.13,8.21,53.89
9983,5,3.141193395,27.52,9.38,52.26
9984,5,2.987923409,26.78,7.52,55.63
9985,5,3.20216633,30.29,7.85,57.48
9986,5,2.909069254,29.94,7.12,52.65
9987,5,2.949180138,32.21,6.67,53.58
9988,5,2.781736197,35.16,7.64,56.84
9989,5,2.824156935,31.51,8.27,54.82
9991,5,3.012080089,30.85,8.45,51.63
9992,5,3.217410024,38.77,9.13,51.85
9993,5,3.206853934,27.85,7.16,58.81
9994,5,2.830729105,26.16,7.27,66.14
9995,5,2.79615051,28.77,8.64,58.27
9996,5,2.927431345,26.58,7.51,59.42
9997,5,2.848842929,27.59,8.55,61.55
9998,5,2.7937156,27.23,7.72,60.94
9999,5,2.78536541,27.83,6.35,67.3
